Stars;Reviews
2.0;Compré esto como un rastreador de ejercicios después de haber tenido una operación de manga gástrica para ayudar a establecer objetivos con pasos, pero cada vez que mueves el brazo se registra como un paso, por lo tanto, mientras estaba en mi escritorio hoy, ¡he recorrido 2,7 km! Las imprecisiones no terminan ahí, ya que el monitor de presión arterial es pura fantasía en comparación con mi medidor Omron y, si bien se ve muy bien, la aplicación funciona bien y parece marcar todas las casillas correctas, esencialmente es un reloj económico atractivo que no hace nada particularmente bien aparte de la hora y la fecha. Es interesante ver el seguimiento del sueño, pero dadas las imprecisiones del contador de pasos básico, soy escéptico acerca de qué tan preciso es. El monitor de frecuencia cardíaca parece funcionar bien en comparación con mi medidor de presión arterial Omron, pero cuando las cosas parecen ser demasiado buenas para ser verdad, por lo general lo son. Las apariencias pueden ser engañosas y creo que compraré un reloj de un fabricante con más credibilidad y preferiré la calidad a la cantidad con respecto a las funciones. ¡Compre barato compre dos veces!
2.0;Compré esto si mi esposo tuvo un ataque al corazón, las tabletas lo hacen toser en una noche, bueno, esto dice que se acuesta a las 10 en realidad son las 7 (nuevamente tabletas) y dice levantarse a las 7,8 cuando normalmente se levanta con mi alarma a las 6. Los pasos pueden estar bien, pero en este momento no puedo hacer mucho.
2.0;Preciso en la medición de los latidos del corazón, la oxigenación de la sangre y la presión del corazón. Lamentablemente, no se ha calibrado para el consumo de kcal durante todos los entrenamientos: p. En 1 hora de paseo al aire libre consumes solo 8kcal........ Hago una vuelta
2.0;Este reloj es espantoso, lo unico bueno es la app de dormir y la fecha y hora. Si puedes gastar más, compra uno caro.
2.0;Después de solo 2 meses de uso (nunca inadecuado), la pantalla comenzó a parpadear de manera desagradable. El tiempo de devolución ha expirado, así que estoy decepcionado. Sería bueno de lo contrario, pero he visto mejores sin gastar mucho más.
2.0;Se desconecta cuando quiere.
2.0;Ser devuelto
2.0;Bueno durante aproximadamente un mes, sin problemas, todo funcionó muy bien hasta que aproximadamente un mes, el reloj ya no se conecta a mi teléfono, simplemente dejó de funcionar un día. ¡No lo recomendaría!
2.0;Es mejor que mi último reloj inteligente, pero eso no significa mucho. Ignora la imagen de la mujer levantando pesas, ya que no es uno de los ejercicios que puedes usar... ¡y lo compré específicamente para eso! Supongo que siempre debes leer cada parte de la descripción (aunque solo dice, etc.) .Pero lo más importante, mire las imágenes con cuidado, ya que aunque tiene esa imagen, no hay un entrenamiento con pesas en los gráficos.
2.0;Bonito diseño, pero absolutamente inútil. Puede contar pasos, pero no hay un programa de entrenamiento entre los 24 deportes presentes que pueda contar calorías. La presión arterial y la frecuencia cardíaca no son confiables (las verifiqué con un dispositivo médico), la monitorización del sueño no funciona, por lo que lo único que necesita es para la belleza y para contar los pasos.
2.0;La batería dura un máximo de 3 días. Las conexiones bluetooth no son óptimas, hay que estar muy cerca de tu celular.
2.0;Resumen: mal análisis del sueño, SpO2 inestable, presión con incluso 10-15 puntos de error. Devuelto hecho. Partamos de una suposición: Actualmente trabajo con una empresa que fabrica wearables, y por eso estoy seguro que por menos de 60 euros (gastos de empresa) es imposible hacer un producto decente con estas características. Siempre intriga Me gusta el mercado chino (como UMIDIGI) porque ahorrando mucho en materiales y mano de obra, logran obtener productos decentes a precios inalcanzables para nosotros en Italia, pero en general no esperaba nada bueno. Y, de hecho, no salió nada bueno: incluso después de calibrarla, la presión cometió fácilmente 10-15 puntos de error, la SpO2 también varió en 5 puntos durante la misma medición (cayó del 99 % al 95 % y luego volvió a 99). % en segundos), el análisis del sueño dio resultados completamente aleatorios (13 despertares en una noche en la que me desperté cero veces, 0 despertares en una noche en la que literalmente me levanté de la cama dos veces). El podómetro también era agradable, que aumentaba al escribir en el teclado. En resumen, los resultados son completamente irrelevantes si quieres monitorear ciertos aspectos de tu vida (a mí me interesa monitorear el sueño y el sedentarismo). No hablemos de la aplicación. Este reloj inteligente paiactive no es compatible con ningún otro. Es quizás el peor código que he visto: aproximado, poco funcional, muy escaso y mal traducido (y no, no es posible ponerlo en inglés para tener un texto entendible), en fin, es barato pero es dinero. desperdiciado de todos modos.
2.0;No es exacto. No reconoce las escaleras, así que si estás subiendo y bajando escaleras, ¡olvídalo! Quería contactar al vendedor primero, pero como tengo dos días más, la opción ya no existe, así que escribo esto porque lamentablemente no me queda otra opción.
2.0;El reloj no funciona, muestra la aplicación Traté de contactar al vendedor, pero estoy muy decepcionado porque el reloj parecía ser excelente.
2.0;El reloj en sí funciona como se espera, la esfera es un poco grande si eres mujer o tienes muñecas pequeñas y puede molestar para hacer ejercicio.La aplicación es horrible, el emparejamiento no ocurre a la primera ni a la décima, sinceramente parece azaroso el que el emparejamiento tenga éxito. Además la aplicación una vez emparejada no se actualiza y es muy poco intuitiva.
2.0;No recogí el sueño en absoluto, apenas recogí los pasos, el monitor de frecuencia cardíaca/02 y la presión arterial no recogieron nada
2.0;Los primeros días tras recibirlo estaba contenta con el reloj, lo único que no me convencía era el marco tan grande que tiene, y que la pantalla táctil a veces no iba muy fluida. Pero tras unos días de uso me dió algún tipo de reacción, parecido a una quemadura y decidí devolverlo.
2.0;El pequeño reloj de Dios para el dinero. Pero el contador de pasos está muy lejos.
2.0;Objeto inútil como podómetro y odómetro poco fiables viajados
2.0;El reloj funciona bien, hasta que se congela mientras se actualiza... Entonces te das cuenta de que no hay instrucciones sobre cómo reiniciarlo por completo, y la aplicación simplemente hace que sea imposible enviar un correo electrónico al equipo de soporte. ¡Así que ahora estoy atrapado con un reloj que no hace nada, ni siquiera muestra la hora! ¡Nada ayuda, y de todos modos no hay ayuda disponible! Ahora sé por qué siempre termino con los productos de Apple a pesar de muchos intentos de romper con la adicción a Apple, porque ofrecen una buena interfaz entre dispositivos y un buen soporte.
2.0;¡Estoy tan decepcionado con este reloj! Me gusta como se ve, pero eso es todo. Mis quejas principales son: 1) La batería solo dura unos dos días. 2) Solo muestra texto de forma intermitente. No realiza un seguimiento preciso del sueño. 3) No mide el pulso ni la frecuencia cardíaca... Recibo un mensaje de error que dice que no se usa. 4) Más recientemente, la hora se ha vuelto inexacta y actualmente tiene cuatro minutos de este reloj por menos de un mes y ya tengo todos estos problemas, algunos de los cuales comenzaron de inmediato.
2.0;No estoy seguro de cuán preciso es esto. Después de tener durante 14 meses, ahora tiene líneas que cruzan la pantalla, por lo que básicamente no sirve. No dura mucho, no malgastaría tu dinero.
2.0;Llegó a tiempo y en lo que respecta al servicio de entrega, todo fue normal. El producto se ve bien y se conectó inmediatamente con mi Samsung a9 vía App. para ser descargado hasta el pedido de instalar una actualización, a partir de ese momento apareció en la pantalla del reloj un símbolo con la palabra App y se bloqueó sin posibilidad de resetear en ningún forma. Devuelto a Amazon. Excelente servicio prestado.
2.0;Aviso escrito muy pequeño Imposible programar la hora
2.0;Lo tuvimos que devolver porque no logramos cargarlo, lo que pudimos ver es que tenia pocas funcionalidades y opciones comparado con otros de precio similar
2.0;No analiza el sueño cuando te quedas dormido de siesta....no lo registra
2.0;hola no me conecta por bluetooth hay problemas
2.0;He devuelto el reloj porque no se ajustaba a mis necesidades, pero llevo una semana esperando a que el mensajero lo recoja y me devuelva el dinero.Estoy maravillada con Amazon!!!
2.0;Lo primero que no me gusta esque en la mayoría de las esferas no sale el porcentaje de la batería, y menos que baje de 10 en 10,ven vez de ir viendo bajar poco a poco.No lo he probado en el agua, lo suelo usar más para medir los valores que tienen que ver con la salud, no sé si son más o menos precisas las mediciones pues habría que comprobarlo con otro medidor.No estoy del todo convencido con el funcionamiento.La app le falta poder poner el calendario para los avisos, pero no hay manera de configurarlo, solo las predeterminadas, mandé email al desarrollador pero no he tenido respuesta.
2.0;Estoy muy decepcionado con este producto. La aplicación no es fácil de seguir. He llenado las instrucciones al pie de la letra y básicamente todo lo que puedo usar es un reloj y un contador de pasos.
2.0;ES MUY DIFICIL DE CONFIGURAR, NO AGARRA BATERIA, NO ME GUSTA
2.0;No retiene una carga por mucho tiempo y no es preciso en el seguimiento de los pasos.
2.0;El reloj llego hace 4 dias, apenas llego estaba completamente plano y lo cargué por 4 horas. Lo encendí conectado a Android 10 y luego hice la actualización requerida. Primero se congeló en la aplicación de Word, luego rehice la actualización desde la aplicación y funcionó de nuevo. Tanto la frecuencia cardíaca como el oxímetro parecen funcionar bien, pero luego, al tercer día, cuando el teléfono mostró el 90% de la batería, se apagó. y al intentar encenderlo nuevamente mostró 0% de batería. Lo volví a poner el miércoles y hoy que es viernes con todo apagado (encendiendo movimiento de muñeca y modo GPS normal y sin usar la app de fitness y detección de frecuencia cardiaca no continua) está al 50%. si activo la deteccion cardiaca continua la bateria se agota en medio dia creo que quizas la bateria se estropee sino no se explica tratare de devolverla de lo contrario no sirve mucho si tengo que cargarla cada 4 dias sin utilizar ninguna función.
2.0;Fácil de configurar. Buena interfaz de pantalla táctil y aplicación. El seguimiento de los pasos, el corazón y el oxígeno parecía bueno al principio. El seguimiento del sueño funcionó inicialmente, pero fue inexacto y dejó de funcionar por completo después de una semana más o menos. Luego, todo lo demás comenzó a ser menos preciso hasta el punto que tuve que aflojar la correa tanto para obtener lecturas, el reloj seguía deslizándose alrededor de mi muñeca. Así que lo he devuelto. La correa también hacía que la muñeca me picase e incomodara a veces. No esperaba los niveles de calidad de Apple por £ 20, pero esperaba que funcionara y no lo recomiendo a menos que quieras algo que parezca un producto más caro en su muñeca!
